component_number	matrix	partition_name	edges	nodes_in_component	component_density	BUSCO_ID	BUSCO_description	SwissProt_accession	SwissProt_description	GO_annotations	ribo_found
636	Borowiec2015_Total1080	OG289.fasta.aln_gene338	1	2	1.0			Q8WUA2.1	RecName: Full=Peptidyl-prolyl cis-trans isomerase-like 4; Short=PPIase; AltName: Full=Cyclophilin-like protein PPIL4; AltName: Full=Rotamase PPIL4	GO:0005829; GO:0005654; GO:0005634; GO:0003755; GO:0003723; GO:1901407	False
637	Borowiec2015_Total1080	OG290.fasta.aln_gene340	1	2	1.0	EOG091G06HP	The Golgi pH regulator/GPCR-type G protein	B2ZXD5.1	RecName: Full=Golgi pH regulator; AltName: Full=Protein GPR89	GO:0032580; GO:0016021; GO:0008308; GO:0051452; GO:0015031; GO:0034765	False
637	Simion2017	V2META13015-42-Calc_Hmm10-BMGE05	1	2	1.0	EOG091G06HP	The Golgi pH regulator/GPCR-type G protein	B5X1G3.1	RecName: Full=Golgi pH regulator; AltName: Full=Protein gpr89	GO:0000139; GO:0016021; GO:0005244; GO:0015031; GO:0034765	False
638	Borowiec2015_Total1080	OG292.fasta.aln_gene342	1	2	1.0			Q05048.1	RecName: Full=Cleavage stimulation factor subunit 1; AltName: Full=CF-1 50 kDa subunit; AltName: Full=Cleavage stimulation factor 50 kDa subunit; Short=CSTF 50 kDa subunit; Short=CstF-50	GO:0005848; GO:0005654; GO:0003723; GO:0031124; GO:0000398; GO:0006369	False
638	Simion2017	V2META12942-42-Calc_Hmm10-BMGE05	1	2	1.0			Q05048.1	RecName: Full=Cleavage stimulation factor subunit 1; AltName: Full=CF-1 50 kDa subunit; AltName: Full=Cleavage stimulation factor 50 kDa subunit; Short=CSTF 50 kDa subunit; Short=CstF-50	GO:0005848; GO:0005654; GO:0003723; GO:0031124; GO:0000398; GO:0006369	False
639	Borowiec2015_Total1080	OG297.fasta.aln_gene347	1	2	1.0			Q5R7G6.2	RecName: Full=Probable aminopeptidase NPEPL1; AltName: Full=Aminopeptidase-like 1	GO:0005737; GO:0004177; GO:0030145; GO:0008235	False
639	Simion2017	V2META14055-42-Calc_Hmm10-BMGE05	1	2	1.0			Q5R7G6.2	RecName: Full=Probable aminopeptidase NPEPL1; AltName: Full=Aminopeptidase-like 1	GO:0005737; GO:0004177; GO:0030145; GO:0008235	False
640	Borowiec2015_Total1080	OG300.fasta.aln_gene351	1	2	1.0			P61081.1	RecName: Full=NEDD8-conjugating enzyme Ubc12; AltName: Full=NEDD8 carrier protein; AltName: Full=Ubiquitin-conjugating enzyme E2 M	GO:0005829; GO:0005654; GO:0005524; GO:0019788; GO:0004842; GO:0006464; GO:0043525; GO:0043687; GO:0045116	False
640	Simion2017	V2META15329-42-Calc_Hmm10-BMGE05	1	2	1.0			P61081.1	RecName: Full=NEDD8-conjugating enzyme Ubc12; AltName: Full=NEDD8 carrier protein; AltName: Full=Ubiquitin-conjugating enzyme E2 M	GO:0005829; GO:0005654; GO:0005524; GO:0019788; GO:0004842; GO:0006464; GO:0043525; GO:0043687; GO:0045116	False
641	Borowiec2015_Total1080	OG314.fasta.aln_gene366	1	2	1.0	EOG091G05D7	solute carrier family 4 (anion exchanger), member 1, adaptor protein	Q9BWU0.1	RecName: Full=Kanadaptin; AltName: Full=Human lung cancer oncogene 3 protein; Short=HLC-3; AltName: Full=Kidney anion exchanger adapter protein; AltName: Full=Solute carrier family 4 anion exchanger member 1 adapter protein	GO:0005737; GO:0043231; GO:0005654; GO:0005886; GO:0003729	False
641	Simion2017	V2META12754-42-Calc_Hmm10-BMGE05	1	2	1.0			Q9BWU0.1	RecName: Full=Kanadaptin; AltName: Full=Human lung cancer oncogene 3 protein; Short=HLC-3; AltName: Full=Kidney anion exchanger adapter protein; AltName: Full=Solute carrier family 4 anion exchanger member 1 adapter protein	GO:0005737; GO:0043231; GO:0005654; GO:0005886; GO:0003729	False
642	Hejnol2009	Tribe2124_0	1	2	1.0			O94903.1	RecName: Full=Pyridoxal phosphate homeostasis protein; Short=PLP homeostasis protein; AltName: Full=Proline synthase co-transcribed bacterial homolog protein; AltName: Full=Pyridoxal phosphate-binding protein	GO:0005737; GO:0005622; GO:0030170	False
642	Borowiec2015_Total1080	OG316.fasta.aln_gene368	1	2	1.0	EOG091G0IMD	proline synthetase co-transcribed homolog (bacterial)	O94903.1	RecName: Full=Pyridoxal phosphate homeostasis protein; Short=PLP homeostasis protein; AltName: Full=Proline synthase co-transcribed bacterial homolog protein; AltName: Full=Pyridoxal phosphate-binding protein	GO:0005737; GO:0005622; GO:0030170	False
643	Borowiec2015_Total1080	OG317.fasta.aln_gene369	1	2	1.0	EOG091G03BV	transmembrane 9 superfamily member 3	Q9ET30.1	RecName: Full=Transmembrane 9 superfamily member 3; Flags: Precursor	GO:0016021; GO:0016020; GO:0072657	False
643	Simion2017	V2META10324-1-42-Calc_Hmm10-BMGE05	1	2	1.0	EOG091G03BV	transmembrane 9 superfamily member 3	Q9ET30.1	RecName: Full=Transmembrane 9 superfamily member 3; Flags: Precursor	GO:0016021; GO:0016020; GO:0072657	False
644	Borowiec2015_Total1080	OG319.fasta.aln_gene371	1	2	1.0	EOG091G050Q	Ras-related GTP binding B	Q54IK1.1	RecName: Full=Ras-related GTP-binding protein A	GO:0034448; GO:1990131; GO:0005764; GO:0005634; GO:0005525; GO:0003924; GO:0071230; GO:0009267; GO:0006817; GO:0032008; GO:0010506	False
644	Simion2017	V2META13660-42-Calc_Hmm10-BMGE05	1	2	1.0	EOG091G050Q	Ras-related GTP binding B	Q54IK1.1	RecName: Full=Ras-related GTP-binding protein A	GO:0034448; GO:1990131; GO:0005764; GO:0005634; GO:0005525; GO:0003924; GO:0071230; GO:0009267; GO:0006817; GO:0032008; GO:0010506	False
645	Hejnol2009	Tribe4059_0	1	2	1.0			D4A9I3.1	RecName: Full=Calcium channel flower homolog; AltName: Full=Calcium channel flower domain-containing protein 1	GO:0016021; GO:0016192	False
645	Borowiec2015_Total1080	OG358.fasta.aln_gene412	1	2	1.0	EOG091G0TAC	calcium channel flower domain containing 1	D4A9I3.1	RecName: Full=Calcium channel flower homolog; AltName: Full=Calcium channel flower domain-containing protein 1	GO:0016021; GO:0016192	False
646	Borowiec2015_Total1080	OG359.fasta.aln_gene413	1	2	1.0	EOG091G0IXA	BRCA2 and CDKN1A interacting protein	Q2NL37.1	RecName: Full=BRCA2 and CDKN1A-interacting protein	GO:0005814; GO:0005813; GO:0005829; GO:0097431; GO:0019908; GO:0005654; GO:0019207; GO:0015631; GO:0006974; GO:0006281; GO:0000132; GO:0034453; GO:0000226; GO:0090307; GO:0007052; GO:0061101; GO:0000079; GO:0000055	False
646	Hejnol2009	Tribe4116_0	1	2	1.0			Q2NL37.1	RecName: Full=BRCA2 and CDKN1A-interacting protein	GO:0005814; GO:0005813; GO:0005829; GO:0097431; GO:0019908; GO:0005654; GO:0019207; GO:0015631; GO:0006974; GO:0006281; GO:0000132; GO:0034453; GO:0000226; GO:0090307; GO:0007052; GO:0061101; GO:0000079; GO:0000055	False
647	Hejnol2009	Tribe4595_0	1	2	1.0			A2T806.1	RecName: Full=Polyglutamine-binding protein 1; Short=PQBP-1; AltName: Full=Polyglutamine tract-binding protein 1	GO:0016607; GO:0003690; GO:0002218; GO:0000380; GO:0071360; GO:0051607; GO:0045087; GO:0031175; GO:0002230; GO:0032481	False
647	Borowiec2015_Total1080	OG362.fasta.aln_gene417	1	2	1.0			Q6PCT5.1	RecName: Full=Polyglutamine-binding protein 1; Short=PQBP-1; AltName: Full=Polyglutamine tract-binding protein 1	GO:0005813; GO:0097546; GO:0005929; GO:0016607; GO:0005634; GO:0003690; GO:0008022; GO:0002218; GO:0000380; GO:0071360; GO:0051607; GO:0045087; GO:0031175; GO:0002230; GO:1902857; GO:0032481	False
648	Borowiec2015_Total1080	OG371.fasta.aln_gene426	1	2	1.0	EOG091G06P4	MRE11 homolog A, double strand break repair nuclease	P49959.3	RecName: Full=Double-strand break repair protein MRE11; AltName: Full=Double-strand break repair protein MRE11A; AltName: Full=Meiotic recombination 11 homolog 1; Short=MRE11 homolog 1; AltName: Full=Meiotic recombination 11 homolog A; Short=MRE11 homolog A	GO:0005737; GO:0005829; GO:0030870; GO:0000784; GO:0005654; GO:0005634; GO:0016605; GO:0035861; GO:0008408; GO:0008296; GO:0008409; GO:0045296; GO:0003690; GO:0004520; GO:0042802; GO:0030145; GO:0004518; GO:0008022; GO:0000014; GO:0008283; GO:0006974; GO:0000729; GO:0032508; GO:0006310; GO:0006281; GO:0006260; GO:0110025; GO:0006302; GO:0000724; GO:0006303; GO:0031573; GO:0042138; GO:0097552; GO:0007095; GO:0043066; GO:0032876; GO:0033674; GO:0031954; GO:0032206; GO:0032481; GO:0007131; GO:0000019; GO:0007062; GO:0007129; GO:0000723; GO:0007004; GO:0031860; GO:0016032	False
648	Simion2017	V2META11909-42-Calc_Hmm10-BMGE05	1	2	1.0			Q9C291.3	RecName: Full=Double-strand break repair protein mus-23; AltName: Full=Recombinational repair protein mus-23	GO:0030870; GO:0000784; GO:0035861; GO:1990421; GO:0008408; GO:0008296; GO:0004519; GO:0030145; GO:1990918; GO:0000724; GO:0006303; GO:0031573; GO:1990898; GO:0042138; GO:0097552; GO:0007095; GO:0000723	False
649	Simion2017	V2META13292-42-Calc_Hmm10-BMGE05	1	2	1.0			Q08DG6.1	RecName: Full=Cytochrome c oxidase assembly protein COX15 homolog	GO:0016021; GO:0005743; GO:0016653; GO:0016627; GO:0022900; GO:0006784; GO:1902600; GO:0008535	False
649	Borowiec2015_Total1080	OG375.fasta.aln_gene429	1	2	1.0	EOG091G08NN	cytochrome c oxidase assembly homolog 15 (yeast)	Q08DG6.1	RecName: Full=Cytochrome c oxidase assembly protein COX15 homolog	GO:0016021; GO:0005743; GO:0016653; GO:0016627; GO:0022900; GO:0006784; GO:1902600; GO:0008535	False
650	Hejnol2009	Tribe3025_0	1	2	1.0			Q66IJ0.1	RecName: Full=Nucleoporin NUP35; AltName: Full=35 kDa nucleoporin; AltName: Full=Nuclear pore complex protein Nup53; AltName: Full=Nucleoporin NUP53	GO:0031965; GO:0044613; GO:0044615; GO:0005543; GO:0003697; GO:0017056; GO:0051028; GO:0006607; GO:0006999	False
650	Borowiec2015_Total1080	OG377.fasta.aln_gene431	1	2	1.0			Q66IJ0.1	RecName: Full=Nucleoporin NUP35; AltName: Full=35 kDa nucleoporin; AltName: Full=Nuclear pore complex protein Nup53; AltName: Full=Nucleoporin NUP53	GO:0031965; GO:0044613; GO:0044615; GO:0005543; GO:0003697; GO:0017056; GO:0051028; GO:0006607; GO:0006999	False
651	Simion2017	V2META15366-42-Calc_Hmm10-BMGE05	1	2	1.0			Q5U2V5.1	RecName: Full=Cardiolipin synthase (CMP-forming); Short=CLS	GO:0016021; GO:0005743; GO:0031966; GO:0005739; GO:0008808; GO:0032049; GO:0046474; GO:1905711; GO:0097068	False
651	Borowiec2015_Total1080	OG385.fasta.aln_gene440	1	2	1.0			Q5U2V5.1	RecName: Full=Cardiolipin synthase (CMP-forming); Short=CLS	GO:0016021; GO:0005743; GO:0031966; GO:0005739; GO:0008808; GO:0032049; GO:0046474; GO:1905711; GO:0097068	False
652	Borowiec2015_Total1080	OG387.fasta.aln_gene442	1	2	1.0			Q8CFY5.1	RecName: Full=Protoheme IX farnesyltransferase, mitochondrial; AltName: Full=Heme O synthase; Flags: Precursor	GO:0070069; GO:0005829; GO:0016021; GO:0031966; GO:0005739; GO:0005730; GO:0004129; GO:0004311; GO:0008495; GO:0009060; GO:0045333; GO:0017004; GO:0006784; GO:0048034; GO:0000266; GO:0007005; GO:0018343; GO:0008535	False
652	Simion2017	V2META13818-42-Calc_Hmm10-BMGE05	1	2	1.0			Q8CFY5.1	RecName: Full=Protoheme IX farnesyltransferase, mitochondrial; AltName: Full=Heme O synthase; Flags: Precursor	GO:0070069; GO:0005829; GO:0016021; GO:0031966; GO:0005739; GO:0005730; GO:0004129; GO:0004311; GO:0008495; GO:0009060; GO:0045333; GO:0017004; GO:0006784; GO:0048034; GO:0000266; GO:0007005; GO:0018343; GO:0008535	False
653	Hejnol2009	Tribe2963_0	1	2	1.0			Q4FZZ1.1	RecName: Full=PX domain-containing protein kinase-like protein; AltName: Full=Modulator of Na,K-ATPase; Short=MONaKA	GO:0005737; GO:0005886; GO:0003779; GO:0005524; GO:0035091; GO:0004672; GO:0050804; GO:0032780; GO:0043271; GO:0042391	False
653	Borowiec2015_Total1080	OG391.fasta.aln_gene447	1	2	1.0			Q4FZZ1.1	RecName: Full=PX domain-containing protein kinase-like protein; AltName: Full=Modulator of Na,K-ATPase; Short=MONaKA	GO:0005737; GO:0005886; GO:0003779; GO:0005524; GO:0035091; GO:0004672; GO:0050804; GO:0032780; GO:0043271; GO:0042391	False
654	Whelan2017_full	Subset10_16	1	2	1.0			P39963.1	RecName: Full=G2/mitotic-specific cyclin-B3	GO:0005813; GO:0000307; GO:0005737; GO:0005634; GO:0016538; GO:0019901; GO:0051301; GO:0000278; GO:0045787; GO:0008284; GO:0006468; GO:0000079; GO:0010389; GO:0007088	False
654	Borowiec2015_Total1080	OG401.fasta.aln_gene459	1	2	1.0	EOG091G0L84	cyclin B3	P39963.1	RecName: Full=G2/mitotic-specific cyclin-B3	GO:0005813; GO:0000307; GO:0005737; GO:0005634; GO:0016538; GO:0019901; GO:0051301; GO:0000278; GO:0045787; GO:0008284; GO:0006468; GO:0000079; GO:0010389; GO:0007088	False
655	Hejnol2009	Tribe2626_0	1	2	1.0			Q5E9T4.1	RecName: Full=Thiamin pyrophosphokinase 1; AltName: Full=Thiamine pyrophosphokinase 1	GO:0005524; GO:0016301; GO:0030975; GO:0004788; GO:0009229; GO:0006772	False
655	Borowiec2015_Total1080	OG404.fasta.aln_gene462	1	2	1.0	EOG091G0FS8	Thiamin pyrophosphokinase	Q5E9T4.1	RecName: Full=Thiamin pyrophosphokinase 1; AltName: Full=Thiamine pyrophosphokinase 1	GO:0005524; GO:0016301; GO:0030975; GO:0004788; GO:0009229; GO:0006772	False
656	Borowiec2015_Total1080	OG407.fasta.aln_gene465	1	2	1.0			D3ZG52.1	RecName: Full=DNA replication ATP-dependent helicase/nuclease DNA2; AltName: Full=DNA replication ATP-dependent helicase-like homolog; Includes: RecName: Full=DNA replication nuclease DNA2; Includes: RecName: Full=DNA replication ATP-dependent helicase DNA2	GO:0005737; GO:0005739; GO:0000784; GO:0005634; GO:0051539; GO:0043139; GO:0017108; GO:0005524; GO:0003677; GO:0003678; GO:0046872; GO:0004518; GO:0003723; GO:0043142; GO:0000729; GO:0006260; GO:0000076; GO:0033567; GO:0071932	False
656	Simion2017	V2META14820-42-Calc_Hmm10-BMGE05	1	2	1.0			Q6ZQJ5.2	RecName: Full=DNA replication ATP-dependent helicase/nuclease DNA2; AltName: Full=DNA replication ATP-dependent helicase-like homolog; Includes: RecName: Full=DNA replication nuclease DNA2; Includes: RecName: Full=DNA replication ATP-dependent helicase DNA2	GO:0005737; GO:0005760; GO:0042645; GO:0005739; GO:0000784; GO:0005634; GO:0051539; GO:0043139; GO:0017108; GO:0005524; GO:0003677; GO:0003678; GO:0046872; GO:0004518; GO:0003723; GO:0043142; GO:0016890; GO:0006284; GO:0000729; GO:0006260; GO:0000076; GO:0033567; GO:0043137; GO:0043504; GO:0006264; GO:1902990; GO:0090305; GO:0045740; GO:0071932; GO:0000723	False
657	Simion2017	V2META14155-42-Calc_Hmm10-BMGE05	1	2	1.0			Q95SK3.1	RecName: Full=CDK5RAP3-like protein	GO:0005737; GO:0012505; GO:0005634; GO:0000079; GO:0007346	False
657	Borowiec2015_Total1080	OG410.fasta.aln_gene469	1	2	1.0	EOG091G11PB	CDK5 regulatory subunit associated protein 3	Q5REX6.1	RecName: Full=CDK5 regulatory subunit-associated protein 3	GO:0005813; GO:0005737; GO:0005634; GO:0044389; GO:0030262; GO:0008283; GO:0030968; GO:0007095; GO:0044818; GO:1903363; GO:0043407; GO:0032088; GO:0044387; GO:0001933; GO:0071901; GO:1900182; GO:0031398; GO:1901798; GO:0010921	False
658	Hejnol2009	Tribe2647_0	1	2	1.0			B3MA91.1	RecName: Full=Queuine tRNA-ribosyltransferase accessory subunit 2; AltName: Full=Queuine tRNA-ribosyltransferase domain-containing protein 1	GO:0005737; GO:0046872; GO:0008479; GO:0101030	False
658	Borowiec2015_Total1080	OG418.fasta.aln_gene477	1	2	1.0	EOG091G099D	queuine tRNA-ribosyltransferase domain containing 1	Q28DX0.1	RecName: Full=Queuine tRNA-ribosyltransferase accessory subunit 2; AltName: Full=Queuine tRNA-ribosyltransferase domain-containing protein 1	GO:0005737; GO:0005741; GO:0005739; GO:0046872; GO:0046982; GO:0042803; GO:0008479; GO:0101030	False
659	Hejnol2009	Tribe3545_0	1	2	1.0	EOG091G0BPX	short chain dehydrogenase/reductase family 39U, member 1	Q17QH8.1	RecName: Full=Epimerase family protein SDR39U1; AltName: Full=Short-chain dehydrogenase/reductase family 39U member 1	GO:0050662; GO:0016491	False
659	Borowiec2015_Total1080	OG424.fasta.aln_gene484	1	2	1.0	EOG091G0BPX	short chain dehydrogenase/reductase family 39U, member 1	Q17QH8.1	RecName: Full=Epimerase family protein SDR39U1; AltName: Full=Short-chain dehydrogenase/reductase family 39U member 1	GO:0050662; GO:0016491	False
660	Hejnol2009	Tribe2248_0	1	2	1.0	EOG091G0JBZ	phosphoserine phosphatase	Q2KHU0.1	RecName: Full=Phosphoserine phosphatase; Short=PSP; Short=PSPase; AltName: Full=L-3-phosphoserine phosphatase; AltName: Full=O-phosphoserine phosphohydrolase	GO:0005737; GO:0005509; GO:0000287; GO:0016791; GO:0004647; GO:0042803; GO:0016311; GO:0006564; GO:0006563	False
660	Borowiec2015_Total1080	OG431.fasta.aln_gene492	1	2	1.0	EOG091G0JBZ	phosphoserine phosphatase	Q2KHU0.1	RecName: Full=Phosphoserine phosphatase; Short=PSP; Short=PSPase; AltName: Full=L-3-phosphoserine phosphatase; AltName: Full=O-phosphoserine phosphohydrolase	GO:0005737; GO:0005509; GO:0000287; GO:0016791; GO:0004647; GO:0042803; GO:0016311; GO:0006564; GO:0006563	False
661	Hejnol2009	Tribe2334_0	1	2	1.0			P49406.2	RecName: Full=39S ribosomal protein L19, mitochondrial; Short=L19mt; Short=MRP-L19; AltName: Full=39S ribosomal protein L15, mitochondrial; Short=L15mt; Short=MRP-L15; AltName: Full=Mitochondrial large ribosomal subunit protein bL19m; Flags: Precursor	GO:0005743; GO:0005762; GO:0005739; GO:0031965; GO:0005634; GO:0003735; GO:0070125; GO:0070126	True
661	Borowiec2015_Total1080	OG434.fasta.aln_gene495	1	2	1.0	EOG091G0O6E	mitochondrial ribosomal protein L19	Q9VHN6.1	RecName: Full=39S ribosomal protein L19, mitochondrial; Short=L19mt; Short=MRP-L19; Flags: Precursor	GO:0005762; GO:0003735; GO:0032543; GO:0006412	True
662	Borowiec2015_Total1080	OG436.fasta.aln_gene496	1	2	1.0	EOG091G0JUY	Pre-mRNA-splicing factor 38	Q28H87.1	RecName: Full=Pre-mRNA-splicing factor 38A	GO:0005634; GO:0071011; GO:0071005; GO:0000398	False
662	Simion2017	V2META13337-42-Calc_Hmm10-BMGE05	1	2	1.0	EOG091G0JUY	Pre-mRNA-splicing factor 38	Q28H87.1	RecName: Full=Pre-mRNA-splicing factor 38A	GO:0005634; GO:0071011; GO:0071005; GO:0000398	False
663	Borowiec2015_Total1080	OG437.fasta.aln_gene497	1	2	1.0			Q6PI78.2	RecName: Full=Transmembrane protein 65; Flags: Precursor	GO:0016021; GO:0014704; GO:0005743; GO:0005886; GO:0003231; GO:1903779	False
663	Hejnol2009	Tribe3915_0	1	2	1.0			B3DHU2.1	RecName: Full=Transmembrane protein 65	GO:0016021; GO:0005743; GO:0005886; GO:0003231; GO:0007507; GO:1903779	False
664	Simion2017	V2META13115-42-Calc_Hmm10-BMGE05	1	2	1.0			P10599.3	RecName: Full=Thioredoxin; Short=Trx; AltName: Full=ATL-derived factor; Short=ADF; AltName: Full=Surface-associated sulphydryl protein; Short=SASP	GO:0005829; GO:0070062; GO:0005634; GO:0015037; GO:0015035; GO:0003723; GO:0032148; GO:0008283; GO:0045454; GO:0007267; GO:0006662; GO:1903206; GO:0046826; GO:0000122; GO:0055114; GO:0043388; GO:0033138; GO:0051897; GO:0009314; GO:0007165	False
664	Borowiec2015_Total1080	OG442.fasta.aln_gene503	1	2	1.0	EOG091G0G71	Thioredoxin	O43396.3	RecName: Full=Thioredoxin-like protein 1; AltName: Full=32 kDa thioredoxin-related protein	GO:0005737; GO:0005829; GO:0005634; GO:0000502; GO:0015036; GO:0045454	False
665	Simion2017	V2META13785-42-Calc_Hmm10-BMGE05	1	2	1.0			O12947.1	RecName: Full=Protein-S-isoprenylcysteine O-methyltransferase; AltName: Full=Farnesyl cysteine carboxyl methyltransferase; Short=FCMT; AltName: Full=Isoprenylcysteine carboxylmethyltransferase; AltName: Full=Prenylated protein carboxyl methyltransferase; Short=PPMT; AltName: Full=Prenylcysteine carboxyl methyltransferase; Short=pcCMT	GO:0005789; GO:0016021; GO:0004671	False
665	Borowiec2015_Total1080	OG456.fasta.aln_gene518	1	2	1.0	EOG091G0HSB	Protein-S-isoprenylcysteine O-methyltransferase	Q9WVM4.1	RecName: Full=Protein-S-isoprenylcysteine O-methyltransferase; AltName: Full=Farnesyl cysteine carboxyl methyltransferase; Short=FCMT; AltName: Full=Isoprenylcysteine carboxylmethyltransferase; AltName: Full=Prenylated protein carboxyl methyltransferase; Short=PPMT; AltName: Full=Prenylcysteine carboxyl methyltransferase; Short=pcCMT	GO:0005789; GO:0016021; GO:0016020; GO:0004671; GO:0006481; GO:0046498; GO:0046499	False
666	Simion2017	V2META13739-42-Calc_Hmm10-BMGE05	1	2	1.0			B0BNA9.1	RecName: Full=CCR4-NOT transcription complex subunit 11	GO:0030014; GO:0005737; GO:0005634; GO:0031047; GO:0006417	False
666	Borowiec2015_Total1080	OG459.fasta.aln_gene521	1	2	1.0	EOG091G0P4K	CCR4-NOT transcription complex, subunit 11	A4QP78.1	RecName: Full=CCR4-NOT transcription complex subunit 11	GO:0030014; GO:0005737; GO:0005634; GO:0031047; GO:0006417	False
667	Simion2017	V2META13314-42-Calc_Hmm10-BMGE05	1	2	1.0			Q96Q11.2	RecName: Full=CCA tRNA nucleotidyltransferase 1, mitochondrial; AltName: Full=Mitochondrial tRNA nucleotidyl transferase, CCA-adding; AltName: Full=mt CCA-adding enzyme; AltName: Full=mt tRNA CCA-diphosphorylase; AltName: Full=mt tRNA CCA-pyrophosphorylase; AltName: Full=mt tRNA adenylyltransferase; Flags: Precursor	GO:0005622; GO:0005759; GO:0005739; GO:0005654; GO:0034062; GO:0005524; GO:0052929; GO:0052928; GO:0052927; GO:0000049; GO:1990180; GO:0042780; GO:0001680	False
667	Borowiec2015_Total1080	OG461.fasta.aln_gene523	1	2	1.0	EOG091G09KX	tRNA nucleotidyl transferase, CCA-adding, 1	Q96Q11.2	RecName: Full=CCA tRNA nucleotidyltransferase 1, mitochondrial; AltName: Full=Mitochondrial tRNA nucleotidyl transferase, CCA-adding; AltName: Full=mt CCA-adding enzyme; AltName: Full=mt tRNA CCA-diphosphorylase; AltName: Full=mt tRNA CCA-pyrophosphorylase; AltName: Full=mt tRNA adenylyltransferase; Flags: Precursor	GO:0005622; GO:0005759; GO:0005739; GO:0005654; GO:0034062; GO:0005524; GO:0052929; GO:0052928; GO:0052927; GO:0000049; GO:1990180; GO:0042780; GO:0001680	False
